testId,graphId,strength,approach,coverageCriteria,experimentRepeatId,time,size,seedSize,noOfNodes,noOfEdges,noOfEntities,noOfEntitiesCoveredBySeed
4524,59,3,cover-and-generate,t*_cover,3,196.423193932,6,4,34,38,2503,2479
4525,59,3,cover-and-generate,t*_cover,4,196.741690874,6,4,34,38,2503,2479
4526,59,3,cover-and-generate,t*_cover,5,205.349189997,6,5,34,38,2503,2502
4527,59,3,cover-and-generate,t_order,1,43.2945458889,4,3,34,38,2486,2460
4528,59,3,cover-and-generate,t_order,2,44.7689399719,4,3,34,38,2486,2464
4529,59,3,cover-and-generate,t_order,3,47.3767530918,4,3,34,38,2486,2460
4530,59,3,cover-and-generate,t_order,4,43.6543159485,4,3,34,38,2486,2464
4531,59,3,cover-and-generate,t_order,5,47.8119320869,4,3,34,38,2486,2460
4532,59,3,cover-and-generate,t+_cover,1,180.465641022,4,4,34,38,2483,2483
4533,59,3,cover-and-generate,t+_cover,2,183.499140024,4,4,34,38,2483,2483
4534,59,3,cover-and-generate,t+_cover,3,196.068093061,4,4,34,38,2483,2483
4535,59,3,cover-and-generate,t+_cover,4,177.365332127,5,4,34,38,2483,2482
4536,59,3,cover-and-generate,t+_cover,5,188.812540054,4,3,34,38,2483,2460
4537,3,2,generate-and-cover,t_cover,1,8.00169706345,4,0,35,40,20,0
4538,3,2,generate-and-cover,t*_cover,1,197.825251102,15,0,35,40,267,0
4539,3,2,generate-and-cover,t_order,1,76.9581069946,14,0,35,40,251,0
4540,3,2,generate-and-cover,t_order,2,76.9581069946,14,0,35,40,251,0
4541,3,2,generate-and-cover,t+_cover,1,155.780112982,13,0,35,40,247,0
4542,3,2,cover-and-generate,t_cover,1,6.68061900139,3,0,35,40,20,0
4543,3,2,cover-and-generate,t_cover,2,7.2017519474,3,0,35,40,20,0
4544,3,2,cover-and-generate,t_cover,3,7.08687901497,3,0,35,40,20,0
4545,3,2,cover-and-generate,t_cover,4,6.99405789375,3,0,35,40,20,0
4546,3,2,cover-and-generate,t_cover,5,7.26979708672,3,0,35,40,20,0
4547,3,2,cover-and-generate,t*_cover,1,104.721112013,6,0,35,40,267,0
4548,3,2,cover-and-generate,t*_cover,2,110.492195129,5,0,35,40,267,0
4549,3,2,cover-and-generate,t*_cover,3,119.152057886,6,0,35,40,267,0
4550,3,2,cover-and-generate,t*_cover,4,107.872867107,5,0,35,40,267,0
4551,3,2,cover-and-generate,t*_cover,5,108.552211046,5,0,35,40,267,0
4552,3,2,cover-and-generate,t_order,1,20.7031650543,4,0,35,40,251,0
4553,3,2,cover-and-generate,t_order,2,21.2684280872,4,0,35,40,251,0
4554,3,2,cover-and-generate,t_order,3,18.6547911167,5,0,35,40,251,0
4555,3,2,cover-and-generate,t_order,4,21.4867990017,5,0,35,40,251,0
4556,3,2,cover-and-generate,t_order,5,17.1139111519,5,0,35,40,251,0
4557,3,2,cover-and-generate,t+_cover,1,151.32751894,5,0,35,40,247,0
4558,3,2,cover-and-generate,t+_cover,2,106.483946085,4,0,35,40,247,0
4559,3,2,cover-and-generate,t+_cover,3,107.27314806,5,0,35,40,247,0
4560,3,2,cover-and-generate,t+_cover,4,107.27314806,5,0,35,40,247,0
4561,3,2,cover-and-generate,t+_cover,5,97.4877769947,4,0,35,40,247,0
4562,83,2,generate-and-cover,t_cover,1,33.7296350002,10,0,118,150,62,0
4563,83,2,generate-and-cover,t*_cover,1,737.841324091,41,0,118,150,1225,0
4564,83,2,generate-and-cover,t*_cover,2,760.827897072,41,0,118,150,1225,0
4565,83,2,generate-and-cover,t_order,1,326.314922094,41,0,118,150,1185,0
4566,83,2,generate-and-cover,t_order,2,326.314922094,41,0,118,150,1185,0
4567,83,2,generate-and-cover,t+_cover,1,642.987262964,36,0,118,150,1163,0
4568,83,2,generate-and-cover,t+_cover,2,686.060456991,41,0,118,150,1163,0
4569,83,2,cover-and-generate,t_cover,1,29.00086689,5,0,118,150,62,0
4570,83,2,cover-and-generate,t_cover,2,31.7111840248,5,0,118,150,62,0
4571,83,2,cover-and-generate,t_cover,3,29.7174370289,5,0,118,150,62,0
4572,83,2,cover-and-generate,t_cover,4,29.159361124,5,0,118,150,62,0
4573,83,2,cover-and-generate,t_cover,5,28.0827651024,5,0,118,150,62,0
4574,83,2,cover-and-generate,t*_cover,1,706.069669008,14,0,118,150,1225,0
4575,83,2,cover-and-generate,t*_cover,2,737.887094021,13,0,118,150,1225,0
4576,83,2,cover-and-generate,t*_cover,3,694.24622798,15,0,118,150,1225,0
4577,83,2,cover-and-generate,t*_cover,4,648.542612076,14,0,118,150,1225,0
4578,83,2,cover-and-generate,t*_cover,5,652.352680922,15,0,118,150,1225,0
4579,83,2,cover-and-generate,t_order,1,114.238622904,11,0,118,150,1185,0
4580,83,2,cover-and-generate,t_order,2,119.070683956,12,0,118,150,1185,0
4581,83,2,cover-and-generate,t_order,3,125.902701855,12,0,118,150,1185,0
4582,83,2,cover-and-generate,t_order,4,111.677428007,12,0,118,150,1185,0
4583,83,2,cover-and-generate,t_order,5,111.096266985,11,0,118,150,1185,0
4584,83,2,cover-and-generate,t+_cover,1,628.011005878,12,0,118,150,1163,0
4585,83,2,cover-and-generate,t+_cover,2,792.941620111,12,0,118,150,1163,0
4586,83,2,cover-and-generate,t+_cover,3,683.888665915,11,0,118,150,1163,0
4587,83,2,cover-and-generate,t+_cover,4,641.844604969,10,0,118,150,1163,0
4588,83,2,cover-and-generate,t+_cover,5,941.168590069,12,0,118,150,1163,0
4589,74,3,generate-and-cover,t_cover,1,20.2777628899,12,0,51,73,31,0
4590,74,3,generate-and-cover,t*_cover,1,216.87716794,25,15,51,73,554,528
4591,74,3,generate-and-cover,t_order,1,94.4254350662,18,0,51,73,526,0
4592,74,3,generate-and-cover,t_order,2,94.4254350662,18,0,51,73,526,0
4593,74,3,generate-and-cover,t+_cover,1,107.415141821,10,8,51,73,523,512
4594,74,3,cover-and-generate,t_cover,1,26.0184810162,9,4,51,73,31,21
4595,74,3,cover-and-generate,t_cover,2,28.0317900181,9,4,51,73,31,21
4596,74,3,cover-and-generate,t_cover,3,24.7892489433,9,4,51,73,31,21
4597,74,3,cover-and-generate,t_cover,4,28.1691811085,9,4,51,73,31,21
4598,74,3,cover-and-generate,t_cover,5,27.8647739887,9,4,51,73,31,21
4599,74,3,cover-and-generate,t*_cover,1,154.62249589,16,8,51,73,554,531
4600,74,3,cover-and-generate,t*_cover,2,135.612844944,15,7,51,73,554,527
4601,74,3,cover-and-generate,t*_cover,3,128.656657934,14,7,51,73,554,531
4602,74,3,cover-and-generate,t*_cover,4,139.826395988,16,7,51,73,554,528
4603,74,3,cover-and-generate,t*_cover,5,131.405910015,15,8,51,73,554,535
4604,74,3,cover-and-generate,t_order,1,52.2359688282,9,6,51,73,526,509
4605,74,3,cover-and-generate,t_order,2,55.7817130089,8,5,51,73,526,502
4606,74,3,cover-and-generate,t_order,3,57.4999938011,8,5,51,73,526,502
4607,74,3,cover-and-generate,t_order,4,59.370869875,8,6,51,73,526,513
4608,74,3,cover-and-generate,t_order,5,53.759168148,9,5,51,73,526,501
4609,74,3,cover-and-generate,t+_cover,1,105.591976881,8,5,51,73,523,500
4610,74,3,cover-and-generate,t+_cover,2,102.944905996,9,6,51,73,523,508
4611,74,3,cover-and-generate,t+_cover,3,99.1318690777,8,5,51,73,523,501
4612,74,3,cover-and-generate,t+_cover,4,66.8341701031,8,6,51,73,523,512
4613,74,3,cover-and-generate,t+_cover,5,122.154852867,9,6,51,73,523,496
4614,145,4,cover-and-generate,t_cover,1,1.26131796837,4,0,44,66,6,0
4615,145,4,cover-and-generate,t_cover,2,1.85668802261,4,0,44,66,6,0
4616,145,4,cover-and-generate,t*_cover,1,122.320246935,11,0,44,66,1432,0
4617,145,4,cover-and-generate,t_order,1,59.902962923,9,0,44,66,1432,0
4618,145,4,cover-and-generate,t+_cover,1,115.915712118,9,0,44,66,1426,0
4619,152,2,generate-and-cover,t_cover,1,15.5498781204,7,0,44,66,17,0
4620,152,2,generate-and-cover,t*_cover,1,76.0489709377,13,0,44,66,76,0
4621,152,2,generate-and-cover,t_order,1,22.7924151421,10,0,44,66,61,0
4622,152,2,generate-and-cover,t_order,2,22.7924151421,10,0,44,66,61,0
4623,152,2,generate-and-cover,t+_cover,1,36.2435700893,8,0,44,66,59,0
4624,152,2,cover-and-generate,t_cover,1,6.15227890015,5,0,44,66,17,0
4625,152,2,cover-and-generate,t_cover,2,7.63574314117,5,0,44,66,17,0
4626,152,2,cover-and-generate,t_cover,3,5.46840500832,5,0,44,66,17,0
4627,152,2,cover-and-generate,t_cover,4,5.2539191246,5,0,44,66,17,0
4628,152,2,cover-and-generate,t_cover,5,5.33069300652,5,0,44,66,17,0
4629,152,2,cover-and-generate,t*_cover,1,31.2415039539,8,0,44,66,76,0
4630,152,2,cover-and-generate,t*_cover,2,32.6116480827,8,0,44,66,76,0
4631,152,2,cover-and-generate,t*_cover,3,28.1169061661,8,0,44,66,76,0
4632,152,2,cover-and-generate,t*_cover,4,31.199819088,8,0,44,66,76,0
4633,152,2,cover-and-generate,t*_cover,5,29.5893290043,8,0,44,66,76,0
4634,152,2,cover-and-generate,t_order,1,9.92890000343,5,0,44,66,61,0
4635,152,2,cover-and-generate,t_order,2,10.6950829029,5,0,44,66,61,0
4636,152,2,cover-and-generate,t_order,3,9.2777428627,5,0,44,66,61,0
4637,152,2,cover-and-generate,t_order,4,9.36795711517,5,0,44,66,61,0
4638,152,2,cover-and-generate,t_order,5,9.04264998436,5,0,44,66,61,0
4639,152,2,cover-and-generate,t+_cover,1,20.4699270725,5,0,44,66,59,0
4640,152,2,cover-and-generate,t+_cover,2,23.2623689175,5,0,44,66,59,0
4641,152,2,cover-and-generate,t+_cover,3,20.3498408794,5,0,44,66,59,0
4642,152,2,cover-and-generate,t+_cover,4,24.7762870789,5,0,44,66,59,0
4643,152,2,cover-and-generate,t+_cover,5,23.1832199097,5,0,44,66,59,0
4644,119,2,generate-and-cover,t_cover,1,140.976696014,23,0,247,344,73,0
4645,119,2,generate-and-cover,t*_cover,1,2250.92842603,169,0,247,344,1937,0
4646,119,2,generate-and-cover,t*_cover,2,2136.4954741,170,0,247,344,1937,0
4647,119,2,generate-and-cover,t_order,1,1800.57307696,142,0,247,344,1875,0
4648,119,2,generate-and-cover,t_order,2,1800.57307696,142,0,247,344,1875,0
4649,119,2,generate-and-cover,t+_cover,1,2814.33723998,160,0,247,344,1864,0
4650,119,2,generate-and-cover,t+_cover,2,1871.27947497,156,0,247,344,1864,0
4651,119,2,cover-and-generate,t_cover,1,46.0299589634,11,0,247,344,73,0
4652,119,2,cover-and-generate,t_cover,2,47.6388897896,11,0,247,344,73,0
4653,119,2,cover-and-generate,t_cover,3,43.1002659798,11,0,247,344,73,0
4654,119,2,cover-and-generate,t_cover,4,43.9326429367,11,0,247,344,73,0
4655,119,2,cover-and-generate,t_cover,5,43.7314350605,11,0,247,344,73,0
4656,119,2,cover-and-generate,t*_cover,1,1551.97317004,63,0,247,344,1937,0
4657,119,2,cover-and-generate,t*_cover,2,1278.40050411,60,0,247,344,1937,0
4658,119,2,cover-and-generate,t*_cover,3,1369.89845109,60,0,247,344,1937,0
4659,119,2,cover-and-generate,t*_cover,4,1263.05857015,59,0,247,344,1937,0
4660,119,2,cover-and-generate,t*_cover,5,1551.97317004,63,0,247,344,1937,0
4661,119,2,cover-and-generate,t_order,1,403.413482904,61,0,247,344,1875,0
4662,119,2,cover-and-generate,t_order,2,412.343541145,62,0,247,344,1875,0
4663,119,2,cover-and-generate,t_order,3,374.898900986,59,0,247,344,1875,0
4664,119,2,cover-and-generate,t_order,4,385.23933506,63,0,247,344,1875,0
4665,119,2,cover-and-generate,t_order,5,398.969264984,61,0,247,344,1875,0
4666,119,2,cover-and-generate,t+_cover,1,1500.18265104,59,0,247,344,1864,0
4667,119,2,cover-and-generate,t+_cover,2,1229.48496699,60,0,247,344,1864,0
4668,119,2,cover-and-generate,t+_cover,3,1613.45770407,59,0,247,344,1864,0
4669,119,2,cover-and-generate,t+_cover,4,1634.88761091,59,0,247,344,1864,0
4670,119,2,cover-and-generate,t+_cover,5,1500.18265104,59,0,247,344,1864,0
4671,164,2,generate-and-cover,t_cover,1,14.4146709442,8,0,23,30,24,0
4672,164,2,generate-and-cover,t*_cover,1,121.805877924,18,0,23,30,152,0
4673,164,2,generate-and-cover,t_order,1,76.1961040497,14,0,23,30,140,0
4674,164,2,generate-and-cover,t_order,2,76.1961040497,14,0,23,30,140,0
4675,164,2,generate-and-cover,t+_cover,1,101.763226032,14,0,23,30,128,0
4676,164,2,cover-and-generate,t_cover,1,10.5212538242,3,0,23,30,24,0
4677,164,2,cover-and-generate,t_cover,2,10.5548911095,3,0,23,30,24,0
4678,164,2,cover-and-generate,t_cover,3,9.76340198517,3,0,23,30,24,0
4679,164,2,cover-and-generate,t_cover,4,9.1565079689,3,0,23,30,24,0
4680,164,2,cover-and-generate,t_cover,5,9.24023485184,3,0,23,30,24,0
4681,164,2,cover-and-generate,t*_cover,1,71.7233390808,4,0,23,30,152,0
4682,164,2,cover-and-generate,t*_cover,2,71.1383910179,3,0,23,30,152,0
4683,164,2,cover-and-generate,t*_cover,3,62.0757339001,4,0,23,30,152,0
4684,164,2,cover-and-generate,t*_cover,4,59.2292759418,3,0,23,30,152,0
4685,164,2,cover-and-generate,t*_cover,5,61.9702718258,4,0,23,30,152,0
4686,164,2,cover-and-generate,t_order,1,13.8870770931,2,0,23,30,140,0
4687,164,2,cover-and-generate,t_order,2,11.72377491,2,0,23,30,140,0
4688,164,2,cover-and-generate,t_order,3,10.0882909298,2,0,23,30,140,0
4689,164,2,cover-and-generate,t_order,4,9.93632292747,2,0,23,30,140,0
4690,164,2,cover-and-generate,t_order,5,9.99090886116,2,0,23,30,140,0
4691,164,2,cover-and-generate,t+_cover,1,51.1319599152,2,0,23,30,128,0
4692,164,2,cover-and-generate,t+_cover,2,57.9578261375,2,0,23,30,128,0
4693,164,2,cover-and-generate,t+_cover,3,56.2716269493,2,0,23,30,128,0
4694,164,2,cover-and-generate,t+_cover,4,49.71413517,2,0,23,30,128,0
4695,164,2,cover-and-generate,t+_cover,5,51.0448420048,2,0,23,30,128,0
4696,114,2,generate-and-cover,t_cover,1,3.17580318451,1,0,12,12,10,0
4697,114,2,generate-and-cover,t*_cover,1,16.1755101681,1,0,12,12,49,0
4698,114,2,generate-and-cover,t_order,1,3.04582691193,1,0,12,12,47,0
4699,114,2,generate-and-cover,t_order,2,3.04582691193,1,0,12,12,47,0
4700,114,2,generate-and-cover,t+_cover,1,12.7278139591,1,0,12,12,39,0
4701,114,2,cover-and-generate,t_cover,1,5.45228004456,1,0,12,12,10,0
4702,114,2,cover-and-generate,t_cover,2,5.38010621071,1,0,12,12,10,0
4703,114,2,cover-and-generate,t_cover,3,4.77448296547,1,0,12,12,10,0
4704,114,2,cover-and-generate,t_cover,4,4.97588396072,1,0,12,12,10,0
4705,114,2,cover-and-generate,t_cover,5,5.2758538723,1,0,12,12,10,0
4706,114,2,cover-and-generate,t*_cover,1,26.0289959908,1,0,12,12,49,0
4707,114,2,cover-and-generate,t*_cover,2,28.6675610542,1,0,12,12,49,0
4708,114,2,cover-and-generate,t*_cover,3,28.3185629845,1,0,12,12,49,0
4709,114,2,cover-and-generate,t*_cover,4,27.4738008976,1,0,12,12,49,0
4710,114,2,cover-and-generate,t*_cover,5,26.6802399158,1,0,12,12,49,0
4711,114,2,cover-and-generate,t_order,1,3.68898391724,1,0,12,12,47,0
4712,114,2,cover-and-generate,t_order,2,4.55932307243,1,0,12,12,47,0
4713,114,2,cover-and-generate,t_order,3,3.77814102173,1,0,12,12,47,0
4714,114,2,cover-and-generate,t_order,4,3.80501413345,1,0,12,12,47,0
4715,114,2,cover-and-generate,t_order,5,4.60581088066,1,0,12,12,47,0
4716,114,2,cover-and-generate,t+_cover,1,22.1685678959,1,0,12,12,39,0
4717,114,2,cover-and-generate,t+_cover,2,16.0011389256,1,0,12,12,39,0
4718,114,2,cover-and-generate,t+_cover,3,22.1546630859,1,0,12,12,39,0
4719,114,2,cover-and-generate,t+_cover,4,13.570032835,1,0,12,12,39,0
4720,114,2,cover-and-generate,t+_cover,5,20.9352579117,1,0,12,12,39,0
4721,167,2,generate-and-cover,t_cover,1,6.16205906868,6,0,28,37,14,0
4722,167,2,generate-and-cover,t*_cover,1,25.0282280445,11,0,28,37,63,0
4723,167,2,generate-and-cover,t_order,1,12.4576609135,8,0,28,37,51,0
4724,167,2,generate-and-cover,t_order,2,12.4576609135,8,0,28,37,51,0
4725,167,2,generate-and-cover,t+_cover,1,20.2501869202,8,0,28,37,49,0
4726,167,2,cover-and-generate,t_cover,1,3.57083487511,5,0,28,37,14,0
4727,167,2,cover-and-generate,t_cover,2,4.11870217323,5,0,28,37,14,0
4728,167,2,cover-and-generate,t_cover,3,3.91906785965,5,0,28,37,14,0
4729,167,2,cover-and-generate,t_cover,4,3.79696106911,5,0,28,37,14,0
4730,167,2,cover-and-generate,t_cover,5,4.36372613907,5,0,28,37,14,0
4731,167,2,cover-and-generate,t*_cover,1,21.0492639542,6,0,28,37,63,0
4732,167,2,cover-and-generate,t*_cover,2,24.2473919392,7,0,28,37,63,0
4733,167,2,cover-and-generate,t*_cover,3,24.2776260376,6,0,28,37,63,0
4734,167,2,cover-and-generate,t*_cover,4,32.464468956,7,0,28,37,63,0
4735,167,2,cover-and-generate,t*_cover,5,22.9487478733,7,0,28,37,63,0
4736,167,2,cover-and-generate,t_order,1,7.45706486702,7,0,28,37,51,0
4737,167,2,cover-and-generate,t_order,2,11.2026131153,6,0,28,37,51,0
4738,167,2,cover-and-generate,t_order,3,8.75288200378,7,0,28,37,51,0
4739,167,2,cover-and-generate,t_order,4,8.27136397362,6,0,28,37,51,0
4740,167,2,cover-and-generate,t_order,5,8.3441388607,6,0,28,37,51,0
4741,167,2,cover-and-generate,t+_cover,1,15.2807309628,6,0,28,37,49,0
4742,167,2,cover-and-generate,t+_cover,2,14.7959530354,6,0,28,37,49,0
4743,167,2,cover-and-generate,t+_cover,3,17.6735200882,6,0,28,37,49,0
4744,167,2,cover-and-generate,t+_cover,4,16.4447309971,6,0,28,37,49,0
4745,167,2,cover-and-generate,t+_cover,5,28.2092370987,6,0,28,37,49,0
4746,56,3,generate-and-cover,t_cover,1,42.1489601135,19,0,70,99,37,0
4747,56,3,generate-and-cover,t*_cover,1,416.349979877,38,22,70,99,778,726
4748,56,3,generate-and-cover,t_order,1,226.724575996,30,0,70,99,748,0
4749,56,3,generate-and-cover,t_order,2,226.724575996,30,0,70,99,748,0
4750,56,3,generate-and-cover,t+_cover,1,244.398561954,26,16,70,99,741,706
4751,56,3,cover-and-generate,t_cover,1,26.5297970772,15,8,70,99,37,28
4752,56,3,cover-and-generate,t_cover,2,24.3448729515,15,8,70,99,37,28
4753,56,3,cover-and-generate,t_cover,3,26.5028209686,15,8,70,99,37,28
4754,56,3,cover-and-generate,t_cover,4,26.0988841057,15,8,70,99,37,28
4755,56,3,cover-and-generate,t_cover,5,25.5569298267,15,8,70,99,37,28
4756,56,3,cover-and-generate,t*_cover,1,165.907328129,26,11,70,99,778,708
4757,56,3,cover-and-generate,t*_cover,2,152.51106596,25,11,70,99,778,707
4758,56,3,cover-and-generate,t*_cover,3,161.943512917,26,11,70,99,778,705
4759,56,3,cover-and-generate,t*_cover,4,182.610049963,24,12,70,99,778,716
4760,56,3,cover-and-generate,t*_cover,5,167.231281042,26,11,70,99,778,704
4761,56,3,cover-and-generate,t_order,1,79.4955999851,17,10,70,99,748,689
4762,56,3,cover-and-generate,t_order,2,81.6935930252,19,10,70,99,748,694
4763,56,3,cover-and-generate,t_order,3,87.0332520008,18,10,70,99,748,690
4764,56,3,cover-and-generate,t_order,4,73.259469986,18,10,70,99,748,698
4765,56,3,cover-and-generate,t_order,5,85.4440398216,18,10,70,99,748,689
4766,56,3,cover-and-generate,t+_cover,1,115.53757,19,10,70,99,741,687
4767,56,3,cover-and-generate,t+_cover,2,121.626872063,18,10,70,99,741,691
4768,56,3,cover-and-generate,t+_cover,3,132.724410057,18,10,70,99,741,687
4769,56,3,cover-and-generate,t+_cover,4,148.564294815,17,10,70,99,741,689
4770,56,3,cover-and-generate,t+_cover,5,210.608293056,19,10,70,99,741,681
4771,108,4,cover-and-generate,t_cover,1,36.6904711723,23,0,580,864,47,0
4772,127,3,generate-and-cover,t_cover,1,1162.52707696,86,0,2652,4147,198,0
4773,127,3,cover-and-generate,t_cover,1,724.243129015,36,18,2652,4147,198,135
4774,127,3,cover-and-generate,t_cover,2,766.448729038,34,18,2652,4147,198,139
4775,127,3,cover-and-generate,t_cover,3,774.707184076,35,18,2652,4147,198,134
4776,127,3,cover-and-generate,t_cover,4,796.280305147,34,18,2652,4147,198,136
4777,127,3,cover-and-generate,t_cover,5,783.472928047,35,18,2652,4147,198,135
4778,127,3,cover-and-generate,t*_cover,1,126393.930668,2665,215,2652,4147,84700,47831
4779,127,3,cover-and-generate,t_order,1,110440.682733,2643,209,2652,4147,84511,46927
4780,127,3,cover-and-generate,t+_cover,1,136116.189698,2672,213,2652,4147,84502,47377
4781,37,3,generate-and-cover,t_cover,1,29.1316509247,14,0,75,100,50,0
4782,37,3,generate-and-cover,t*_cover,1,619.131633997,32,22,75,100,5047,5017
4783,37,3,generate-and-cover,t_order,1,326.688781023,26,0,75,100,5017,0
4784,37,3,generate-and-cover,t_order,2,326.688781023,26,0,75,100,5017,0
4785,37,3,generate-and-cover,t+_cover,1,489.005613089,22,16,75,100,4997,4974
4786,37,3,cover-and-generate,t_cover,1,42.6363551617,10,7,75,100,50,45
4787,37,3,cover-and-generate,t_cover,2,41.1748991013,10,7,75,100,50,46
4788,37,3,cover-and-generate,t_cover,3,29.1084821224,10,7,75,100,50,45
4789,37,3,cover-and-generate,t_cover,4,41.3546769619,11,7,75,100,50,45
4790,37,3,cover-and-generate,t_cover,5,29.3556358814,10,7,75,100,50,46
4791,37,3,cover-and-generate,t*_cover,1,485.925586939,18,9,75,100,5047,4964
4792,37,3,cover-and-generate,t*_cover,2,447.177948952,17,8,75,100,5047,4967
4793,37,3,cover-and-generate,t*_cover,3,331.921952009,18,10,75,100,5047,4991
4794,37,3,cover-and-generate,t*_cover,4,522.361229897,18,9,75,100,5047,4954
4795,37,3,cover-and-generate,t*_cover,5,489.084589958,19,10,75,100,5047,4969
4796,37,3,cover-and-generate,t_order,1,110.011644125,10,6,75,100,5017,4980
4797,37,3,cover-and-generate,t_order,2,108.272155046,10,6,75,100,5017,4980
4798,37,3,cover-and-generate,t_order,3,62.4313919544,10,5,75,100,5017,4963
4799,37,3,cover-and-generate,t_order,4,106.301856995,10,6,75,100,5017,4980
4800,37,3,cover-and-generate,t_order,5,66.4748301506,10,5,75,100,5017,4963
4801,37,3,cover-and-generate,t+_cover,1,218.264013052,10,5,75,100,4997,4925
4802,37,3,cover-and-generate,t+_cover,2,358.735867023,11,6,75,100,4997,4948
4803,37,3,cover-and-generate,t+_cover,3,345.898813963,9,5,75,100,4997,4944
4804,37,3,cover-and-generate,t+_cover,4,239.961616993,10,5,75,100,4997,4937
4805,37,3,cover-and-generate,t+_cover,5,349.210933924,9,5,75,100,4997,4921
4806,132,2,generate-and-cover,t_cover,1,14.1183590889,11,0,69,98,23,0
4807,132,2,generate-and-cover,t*_cover,1,56.5135240555,21,0,69,98,126,0
4808,132,2,generate-and-cover,t_order,1,48.8566250801,18,0,69,98,109,0
4809,132,2,generate-and-cover,t_order,2,48.8566250801,18,0,69,98,109,0
4810,132,2,generate-and-cover,t+_cover,1,71.6614279747,17,0,69,98,103,0
4811,132,2,cover-and-generate,t_cover,1,7.50015211105,7,0,69,98,23,0
4812,132,2,cover-and-generate,t_cover,2,8.2142059803,7,0,69,98,23,0
4813,132,2,cover-and-generate,t_cover,3,8.2867732048,7,0,69,98,23,0
4814,132,2,cover-and-generate,t_cover,4,7.65704107285,7,0,69,98,23,0
4815,132,2,cover-and-generate,t_cover,5,8.70025610924,7,0,69,98,23,0
